Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum,creativity_index
STUD0186,28,Non-binary,Postgraduate,Business,Yes,5,2,No,History,Intermediate,4,Yes,1,Low,Yes,Positive,No,Oceania,Yes,1.0
STUD0187,22,Female,Undergraduate,Business,No,7,2,No,Biology,Advanced,1,Yes,1,High,No,Negative,Yes,Oceania,No,1.0
STUD0188,23,Non-binary,High School,Business,Yes,3,2,Yes,Economics,Beginner,3,No,5,Medium,No,Positive,Yes,Oceania,No,5.0
STUD0189,29,Female,Undergraduate,Medicine,No,2,2,No,Computer Science,Advanced,4,Yes,2,Medium,No,Neutral,Yes,Oceania,Yes,2.0
STUD0190,26,Female,Postgraduate,Engineering,Yes,9,1,No,Computer Science,Intermediate,2,Yes,3,Low,Yes,Negative,No,Europe,No,3.0
STUD0191,29,Prefer not to say,Postgraduate,Arts,Yes,1,3,No,Math,Beginner,3,Yes,3,Low,No,Negative,Yes,Africa,Yes,3.0
STUD0192,30,Non-binary,Undergraduate,Arts,No,9,2,No,Biology,Intermediate,1,No,4,High,Yes,Positive,No,South America,Yes,4.0
STUD0193,19,Male,Undergraduate,Arts,No,6,1,No,Physics,Intermediate,5,Yes,4,Low,No,Neutral,Yes,South America,No,4.0
STUD0194,14,Prefer not to say,Undergraduate,Medicine,No,10,3,No,Art,Advanced,1,Yes,2,High,Yes,Positive,Yes,South America,Yes,2.0
STUD0195,23,Male,Postgraduate,Science,No,1,5,Yes,Physics,Beginner,5,Yes,3,Medium,No,Negative,Yes,South America,Yes,3.0
STUD0196,16,Prefer not to say,Postgraduate,Engineering,Yes,5,3,No,History,Intermediate,1,No,5,Low,No,Positive,No,Europe,Yes,5.0
STUD0197,13,Prefer not to say,High School,Arts,No,1,2,No,Economics,Advanced,2,Yes,2,High,No,Neutral,Yes,North America,No,2.0
STUD0198,29,Male,High School,Science,No,2,5,No,Art,Intermediate,3,No,2,High,Yes,Neutral,Yes,Africa,No,2.0
STUD0199,12,Prefer not to say,High School,Business,No,6,5,No,Art,Advanced,2,No,3,Low,No,Neutral,No,Africa,No,3.0
STUD0200,26,Non-binary,High School,Engineering,No,9,3,No,Physics,Advanced,2,No,1,Medium,Yes,Negative,No,Europe,No,1.0
STUD0201,25,Female,Undergraduate,Arts,Yes,10,2,No,History,Intermediate,5,No,5,High,Yes,Positive,Yes,Africa,No,5.0
STUD0202,20,Prefer not to say,Undergraduate,Arts,No,8,5,Yes,Physics,Intermediate,5,No,4,Medium,No,Positive,Yes,South America,Yes,4.0
STUD0203,22,Prefer not to say,Postgraduate,Law,No,10,4,Yes,Physics,Advanced,2,No,5,High,No,Neutral,No,Africa,Yes,5.0
STUD0204,22,Non-binary,Undergraduate,Engineering,Yes,4,1,No,Art,Beginner,2,No,2,Medium,No,Positive,Yes,South America,No,2.0
STUD0205,26,Prefer not to say,Postgraduate,Arts,Yes,6,5,No,Physics,Advanced,5,No,3,Medium,Yes,Neutral,Yes,Oceania,No,3.0
STUD0206,18,Prefer not to say,Postgraduate,Law,No,3,2,No,Economics,Beginner,2,No,5,High,Yes,Negative,Yes,North America,Yes,5.0
STUD0207,26,Non-binary,High School,Science,No,2,2,Yes,History,Advanced,5,Yes,3,High,No,Neutral,Yes,South America,Yes,3.0
STUD0208,25,Prefer not to say,Postgraduate,Education,Yes,2,1,No,Physics,Intermediate,2,Yes,5,High,No,Positive,No,Oceania,No,5.0
STUD0209,26,Male,Postgraduate,Medicine,Yes,5,2,Yes,Computer Science,Advanced,1,Yes,4,High,Yes,Negative,Yes,North America,Yes,4.0
STUD0210,12,Male,High School,Science,No,5,2,Yes,Math,Advanced,3,Yes,4,Medium,No,Positive,No,Europe,Yes,4.0
STUD0211,18,Male,High School,Engineering,Yes,4,2,Yes,History,Advanced,3,Yes,5,Low,No,Positive,No,Oceania,Yes,5.0
STUD0212,26,Prefer not to say,Undergraduate,Business,No,1,1,Yes,Math,Intermediate,5,Yes,1,Low,No,Negative,No,Asia,Yes,1.0
STUD0213,15,Prefer not to say,Postgraduate,Engineering,No,8,4,No,Math,Intermediate,4,No,5,Low,Yes,Neutral,No,Oceania,Yes,5.0
STUD0214,25,Non-binary,Undergraduate,Engineering,No,10,4,Yes,Biology,Advanced,3,Yes,4,High,Yes,Negative,Yes,Asia,No,4.0
STUD0215,14,Non-binary,High School,Law,No,8,2,No,Math,Advanced,2,Yes,4,High,No,Positive,Yes,South America,No,4.0
STUD0216,20,Male,Undergraduate,Business,Yes,9,3,No,Economics,Intermediate,4,No,4,Low,Yes,Neutral,Yes,Oceania,Yes,4.0
STUD0217,25,Non-binary,High School,Business,No,8,1,Yes,Computer Science,Intermediate,2,No,5,Medium,Yes,Negative,No,Africa,Yes,5.0
STUD0218,24,Prefer not to say,Postgraduate,Law,Yes,5,1,No,History,Advanced,4,No,2,High,Yes,Positive,Yes,Europe,Yes,2.0
STUD0219,22,Prefer not to say,Undergraduate,Business,No,3,3,Yes,Biology,Advanced,5,Yes,4,High,No,Neutral,Yes,Europe,Yes,4.0
STUD0220,15,Non-binary,High School,Arts,No,1,2,No,Computer Science,Intermediate,5,Yes,1,Medium,Yes,Negative,No,Asia,No,1.0
STUD0221,18,Female,Postgraduate,Business,No,8,2,Yes,Math,Advanced,2,No,1,Medium,No,Positive,Yes,Africa,No,1.0
STUD0222,16,Female,High School,Education,Yes,7,5,No,Economics,Beginner,1,No,1,High,No,Neutral,No,Africa,No,1.0
STUD0223,22,Non-binary,Undergraduate,Business,No,2,5,Yes,Economics,Beginner,3,Yes,4,Medium,Yes,Positive,No,Asia,Yes,4.0
STUD0224,14,Female,Undergraduate,Law,Yes,2,1,Yes,Math,Intermediate,3,No,5,Low,No,Negative,Yes,South America,No,5.0
STUD0225,18,Female,Undergraduate,Engineering,No,1,4,No,Math,Advanced,5,No,4,High,Yes,Negative,Yes,South America,No,4.0
STUD0226,21,Prefer not to say,Undergraduate,Science,Yes,1,4,Yes,Economics,Intermediate,5,No,4,High,No,Negative,Yes,Africa,Yes,4.0
STUD0227,26,Female,Undergraduate,Education,Yes,0,1,No,Biology,Beginner,1,No,2,Medium,No,Neutral,Yes,Africa,Yes,2.0
STUD0228,12,Prefer not to say,High School,Medicine,No,0,2,No,Physics,Beginner,2,Yes,5,Low,Yes,Negative,No,North America,Yes,5.0
STUD0229,29,Female,Undergraduate,Science,Yes,3,3,No,Physics,Beginner,2,Yes,5,High,No,Neutral,No,Europe,Yes,5.0
STUD0230,28,Female,Undergraduate,Business,Yes,6,4,No,Computer Science,Intermediate,1,No,4,Low,No,Neutral,Yes,South America,Yes,4.0
STUD0231,25,Male,High School,Medicine,No,5,1,No,Biology,Beginner,3,Yes,3,High,Yes,Negative,No,Asia,No,3.0
STUD0232,27,Prefer not to say,Undergraduate,Medicine,Yes,2,1,Yes,Computer Science,Advanced,1,No,1,High,No,Positive,Yes,Oceania,Yes,1.0
STUD0233,26,Male,Postgraduate,Medicine,Yes,5,2,Yes,Computer Science,Intermediate,1,No,3,High,Yes,Positive,No,Africa,No,3.0
STUD0234,14,Female,High School,Arts,Yes,7,5,No,History,Intermediate,2,Yes,4,Low,No,Positive,No,North America,Yes,4.0
STUD0235,16,Non-binary,Undergraduate,Business,Yes,0,3,No,Math,Beginner,1,No,5,High,No,Neutral,No,Europe,No,5.0
STUD0236,15,Non-binary,Undergraduate,Arts,No,5,4,Yes,Computer Science,Beginner,3,Yes,2,High,No,Negative,No,South America,Yes,2.0
STUD0237,20,Female,Undergraduate,Law,Yes,6,2,Yes,Biology,Advanced,4,No,5,High,No,Neutral,No,Africa,No,5.0
STUD0238,14,Prefer not to say,Undergraduate,Law,No,2,4,Yes,Physics,Advanced,5,No,3,Low,No,Neutral,No,South America,Yes,3.0
STUD0239,25,Female,Undergraduate,Science,Yes,7,1,Yes,Art,Intermediate,1,No,2,Low,Yes,Positive,Yes,Oceania,Yes,2.0
STUD0240,15,Female,Undergraduate,Law,Yes,2,1,No,Physics,Advanced,4,Yes,5,High,No,Positive,No,Oceania,No,5.0
STUD0241,27,Female,High School,Science,No,0,1,Yes,History,Advanced,3,No,5,Medium,Yes,Negative,No,Europe,Yes,5.0
STUD0242,22,Female,Postgraduate,Science,No,3,3,No,Computer Science,Intermediate,3,No,5,Low,Yes,Negative,No,Europe,Yes,5.0
STUD0243,14,Non-binary,High School,Education,Yes,0,4,No,Physics,Intermediate,4,Yes,2,Medium,Yes,Neutral,No,Oceania,Yes,2.0
STUD0244,22,Female,High School,Business,No,9,5,Yes,Computer Science,Intermediate,4,No,5,Medium,Yes,Neutral,No,South America,Yes,5.0
STUD0245,16,Female,Undergraduate,Medicine,Yes,6,2,No,Economics,Advanced,4,Yes,3,Low,Yes,Neutral,No,Africa,No,3.0
STUD0246,24,Non-binary,Postgraduate,Education,No,6,2,No,Art,Intermediate,4,Yes,4,Medium,Yes,Positive,Yes,Africa,Yes,4.0
STUD0247,21,Prefer not to say,Postgraduate,Arts,No,6,4,No,Physics,Beginner,5,No,3,Medium,No,Negative,No,Europe,No,3.0
STUD0248,17,Prefer not to say,Undergraduate,Education,No,6,4,No,Computer Science,Beginner,4,No,2,High,No,Neutral,Yes,North America,Yes,2.0
STUD0249,18,Male,High School,Engineering,No,4,3,Yes,Economics,Beginner,4,No,2,Medium,Yes,Positive,Yes,Asia,Yes,2.0
STUD0250,21,Prefer not to say,Postgraduate,Medicine,No,6,1,Yes,Physics,Advanced,5,Yes,5,Medium,No,Neutral,Yes,South America,Yes,5.0
STUD0251,12,Female,Postgraduate,Business,Yes,7,3,No,Physics,Beginner,5,Yes,3,High,No,Neutral,No,North America,Yes,3.0
STUD0252,22,Prefer not to say,High School,Medicine,No,7,5,Yes,History,Intermediate,3,Yes,5,Medium,Yes,Negative,Yes,Asia,Yes,5.0
STUD0253,22,Non-binary,Postgraduate,Medicine,No,3,1,Yes,Computer Science,Intermediate,1,No,1,High,No,Negative,No,Asia,No,1.0
STUD0254,18,Non-binary,Undergraduate,Law,Yes,9,4,No,Biology,Intermediate,1,Yes,4,Medium,Yes,Neutral,Yes,Africa,Yes,4.0
STUD0255,27,Prefer not to say,High School,Medicine,No,9,1,Yes,Computer Science,Advanced,2,Yes,2,Low,No,Positive,Yes,North America,No,2.0
STUD0256,26,Prefer not to say,Undergraduate,Education,Yes,9,2,No,Computer Science,Beginner,2,No,1,High,Yes,Positive,No,Europe,No,1.0
STUD0257,21,Non-binary,Postgraduate,Law,No,4,4,No,Art,Beginner,3,Yes,1,High,Yes,Negative,Yes,Africa,No,1.0
STUD0258,22,Male,Undergraduate,Medicine,No,2,2,No,History,Intermediate,2,Yes,1,High,No,Negative,Yes,Africa,No,1.0
STUD0259,25,Female,High School,Medicine,No,2,1,Yes,Physics,Beginner,1,Yes,2,Low,Yes,Positive,Yes,Africa,No,2.0
STUD0260,16,Female,Postgraduate,Medicine,No,6,5,No,Art,Intermediate,1,Yes,5,High,No,Positive,No,South America,No,5.0
STUD0261,29,Prefer not to say,High School,Law,No,8,1,Yes,Art,Advanced,1,Yes,1,Low,No,Positive,No,Asia,Yes,1.0
STUD0262,15,Female,Undergraduate,Arts,Yes,9,2,No,Computer Science,Intermediate,4,Yes,5,Low,Yes,Positive,Yes,North America,No,5.0
STUD0263,13,Male,Postgraduate,Business,No,2,3,No,History,Advanced,4,No,2,Medium,Yes,Neutral,No,Europe,No,2.0
STUD0264,21,Female,Postgraduate,Science,Yes,4,5,No,Economics,Intermediate,5,No,1,High,Yes,Positive,No,Asia,Yes,1.0
STUD0265,16,Male,Undergraduate,Medicine,No,1,1,No,Art,Advanced,5,Yes,4,Medium,Yes,Neutral,Yes,North America,Yes,4.0
STUD0266,29,Non-binary,Undergraduate,Law,Yes,4,1,Yes,Economics,Intermediate,2,Yes,2,High,Yes,Negative,No,Africa,No,2.0
STUD0267,25,Non-binary,Undergraduate,Engineering,Yes,6,3,Yes,Art,Beginner,2,No,3,Low,Yes,Neutral,Yes,Oceania,No,3.0
STUD0268,16,Prefer not to say,High School,Education,No,10,3,No,Math,Advanced,3,No,1,Low,Yes,Neutral,Yes,Oceania,Yes,1.0
STUD0269,17,Non-binary,High School,Education,Yes,9,2,Yes,Biology,Beginner,2,Yes,3,Medium,Yes,Positive,No,South America,Yes,3.0
STUD0270,26,Prefer not to say,Undergraduate,Science,No,2,2,No,Economics,Beginner,4,Yes,2,High,Yes,Positive,No,Europe,No,2.0
STUD0271,15,Male,Undergraduate,Education,Yes,2,5,No,Art,Beginner,5,Yes,5,High,Yes,Negative,No,Oceania,Yes,5.0
STUD0272,18,Female,Undergraduate,Science,No,4,1,Yes,History,Intermediate,5,Yes,5,Medium,No,Positive,Yes,Europe,No,5.0
STUD0273,14,Male,High School,Law,No,0,3,Yes,Computer Science,Intermediate,3,No,4,Medium,No,Neutral,No,South America,No,4.0
STUD0274,30,Non-binary,High School,Engineering,Yes,0,5,Yes,Economics,Advanced,2,No,1,Low,Yes,Neutral,Yes,Africa,Yes,1.0
STUD0275,27,Female,High School,Business,Yes,7,5,Yes,Art,Intermediate,4,No,2,Medium,Yes,Positive,Yes,Asia,Yes,2.0
STUD0276,14,Male,High School,Arts,No,1,1,No,Biology,Advanced,5,No,2,Medium,Yes,Positive,No,Asia,No,2.0
STUD0277,15,Female,High School,Education,No,6,5,Yes,Physics,Intermediate,4,No,5,High,Yes,Positive,No,South America,No,5.0
STUD0278,30,Prefer not to say,Postgraduate,Medicine,No,0,3,Yes,History,Beginner,1,No,4,Low,No,Neutral,No,Asia,No,4.0
STUD0279,26,Female,High School,Law,No,8,5,No,Computer Science,Advanced,4,No,4,Low,No,Neutral,Yes,North America,No,4.0
STUD0280,13,Male,Postgraduate,Medicine,No,3,1,No,Biology,Intermediate,5,No,3,Low,Yes,Neutral,No,Oceania,Yes,3.0
STUD0281,29,Non-binary,High School,Education,No,5,2,No,Biology,Advanced,3,No,1,Medium,Yes,Neutral,Yes,Europe,No,1.0
STUD0282,14,Female,High School,Medicine,No,6,5,Yes,Physics,Beginner,5,Yes,5,Low,Yes,Neutral,Yes,South America,No,5.0
STUD0283,20,Non-binary,Undergraduate,Science,No,6,5,Yes,Art,Advanced,2,No,4,High,No,Neutral,Yes,Africa,No,4.0
STUD0284,15,Female,Undergraduate,Education,Yes,1,2,No,Biology,Intermediate,2,Yes,1,Medium,No,Neutral,Yes,Europe,Yes,1.0
STUD0285,28,Non-binary,Postgraduate,Medicine,No,0,2,Yes,Computer Science,Intermediate,4,Yes,1,Low,No,Negative,No,North America,No,1.0
STUD0286,13,Prefer not to say,Undergraduate,Engineering,Yes,4,1,Yes,Math,Advanced,2,Yes,5,Low,No,Positive,No,Africa,Yes,5.0
STUD0287,12,Male,High School,Business,Yes,0,2,Yes,Economics,Intermediate,4,Yes,2,High,No,Negative,No,Africa,Yes,2.0
STUD0288,23,Prefer not to say,Postgraduate,Business,No,4,5,No,Biology,Beginner,4,No,3,High,No,Neutral,No,Oceania,Yes,3.0
STUD0289,26,Female,Undergraduate,Arts,Yes,10,5,No,Math,Advanced,4,Yes,1,Medium,No,Positive,Yes,Africa,Yes,1.0
STUD0290,26,Prefer not to say,High School,Law,Yes,5,4,No,Physics,Advanced,4,No,2,Medium,Yes,Positive,Yes,Asia,No,2.0
STUD0291,14,Prefer not to say,High School,Education,No,5,1,No,Biology,Intermediate,5,No,5,Medium,Yes,Neutral,Yes,North America,Yes,5.0
STUD0292,15,Prefer not to say,High School,Law,Yes,0,4,No,Art,Advanced,2,No,4,Medium,Yes,Neutral,Yes,Asia,No,4.0
STUD0293,26,Prefer not to say,Undergraduate,Engineering,No,1,5,No,Biology,Intermediate,2,Yes,2,Medium,Yes,Negative,Yes,North America,Yes,2.0
STUD0294,20,Female,Postgraduate,Business,Yes,4,1,No,Biology,Advanced,2,Yes,1,Medium,Yes,Negative,Yes,North America,Yes,1.0
STUD0295,29,Non-binary,Undergraduate,Education,No,8,5,Yes,Biology,Intermediate,4,Yes,5,Low,Yes,Positive,No,Africa,No,5.0
STUD0296,14,Prefer not to say,Undergraduate,Education,Yes,8,3,No,History,Beginner,3,No,2,High,No,Neutral,No,South America,No,2.0
STUD0297,12,Prefer not to say,Undergraduate,Business,Yes,6,3,Yes,Math,Advanced,3,No,5,Medium,No,Positive,No,Asia,No,5.0
STUD0298,26,Non-binary,Postgraduate,Medicine,No,7,4,Yes,Biology,Beginner,3,No,3,Low,Yes,Negative,Yes,Africa,No,3.0
STUD0299,19,Non-binary,Undergraduate,Science,Yes,5,3,Yes,Art,Advanced,3,Yes,3,Medium,No,Neutral,Yes,South America,No,3.0
STUD0300,12,Prefer not to say,High School,Business,Yes,5,3,No,Math,Advanced,3,Yes,3,Medium,No,Positive,Yes,Europe,Yes,3.0
STUD0301,19,Male,Undergraduate,Education,No,8,3,No,Computer Science,Intermediate,4,Yes,2,Low,No,Negative,No,North America,No,2.0
STUD0302,27,Prefer not to say,Undergraduate,Arts,No,8,4,Yes,Biology,Advanced,1,No,5,High,No,Negative,Yes,Asia,Yes,5.0
STUD0303,27,Non-binary,Undergraduate,Business,No,9,3,Yes,Biology,Intermediate,5,No,5,High,Yes,Negative,Yes,Europe,No,5.0
STUD0304,14,Female,Undergraduate,Medicine,Yes,2,1,Yes,History,Advanced,3,No,1,High,No,Neutral,Yes,South America,No,1.0
STUD0305,25,Male,High School,Education,Yes,5,3,Yes,Computer Science,Advanced,1,No,2,Low,Yes,Positive,Yes,Oceania,No,2.0
STUD0306,30,Female,High School,Education,No,3,4,Yes,Economics,Beginner,2,No,1,High,No,Negative,No,South America,Yes,1.0
STUD0307,23,Male,High School,Engineering,No,7,1,No,History,Beginner,5,No,4,Low,No,Neutral,No,Asia,No,4.0
STUD0308,16,Female,Undergraduate,Arts,No,1,5,Yes,Art,Advanced,3,Yes,2,High,Yes,Positive,Yes,Asia,Yes,2.0
STUD0309,22,Prefer not to say,High School,Business,No,7,3,No,Computer Science,Advanced,4,No,3,Medium,No,Positive,No,Oceania,No,3.0
STUD0310,24,Female,Postgraduate,Medicine,No,1,4,Yes,Math,Beginner,3,No,4,Low,No,Negative,No,South America,No,4.0
STUD0311,24,Prefer not to say,High School,Engineering,No,8,2,Yes,Biology,Beginner,4,Yes,5,Medium,Yes,Negative,No,Africa,Yes,5.0
STUD0312,20,Non-binary,Undergraduate,Business,Yes,1,4,Yes,History,Intermediate,1,No,2,High,Yes,Negative,Yes,Africa,Yes,2.0
STUD0313,15,Prefer not to say,Postgraduate,Education,Yes,3,3,Yes,Physics,Beginner,5,Yes,5,Low,No,Negative,Yes,Africa,No,5.0
STUD0314,17,Prefer not to say,Postgraduate,Arts,No,3,1,Yes,Physics,Advanced,5,No,5,Low,No,Neutral,No,Oceania,No,5.0
STUD0315,17,Male,Undergraduate,Education,No,9,2,No,Math,Beginner,5,Yes,1,Medium,No,Negative,No,South America,No,1.0
STUD0316,20,Female,High School,Education,Yes,5,4,Yes,Math,Beginner,1,No,4,High,Yes,Negative,No,Africa,No,4.0
STUD0317,23,Male,High School,Education,Yes,9,3,Yes,Computer Science,Intermediate,5,No,1,Low,Yes,Positive,No,Europe,Yes,1.0
STUD0318,22,Female,Undergraduate,Science,Yes,9,5,Yes,Math,Advanced,4,Yes,1,Low,No,Negative,No,South America,Yes,1.0
STUD0319,25,Non-binary,Postgraduate,Education,No,4,2,No,Art,Advanced,1,Yes,3,Medium,Yes,Neutral,No,Asia,No,3.0
STUD0320,25,Prefer not to say,Undergraduate,Science,No,5,4,No,Economics,Advanced,5,Yes,5,Medium,No,Positive,Yes,Africa,No,5.0
STUD0321,12,Prefer not to say,High School,Law,No,3,4,No,Economics,Beginner,2,Yes,4,High,Yes,Negative,Yes,South America,Yes,4.0
STUD0322,17,Non-binary,Postgraduate,Law,No,8,3,No,Computer Science,Advanced,5,No,5,High,Yes,Neutral,No,North America,Yes,5.0
STUD0323,13,Non-binary,High School,Science,No,2,5,Yes,Economics,Intermediate,4,No,1,High,No,Positive,Yes,Europe,No,1.0
STUD0324,27,Female,High School,Engineering,Yes,7,4,No,Physics,Beginner,1,No,4,Low,No,Neutral,No,North America,No,4.0
STUD0325,29,Non-binary,Undergraduate,Medicine,Yes,6,2,Yes,Physics,Beginner,3,No,2,Medium,Yes,Negative,Yes,Oceania,Yes,2.0
STUD0326,20,Prefer not to say,Postgraduate,Medicine,Yes,6,4,Yes,Art,Advanced,4,Yes,2,High,Yes,Neutral,No,North America,Yes,2.0
STUD0327,28,Prefer not to say,Undergraduate,Science,No,0,5,Yes,History,Beginner,5,Yes,2,High,Yes,Positive,Yes,South America,Yes,2.0
STUD0328,24,Prefer not to say,High School,Engineering,No,5,2,No,Computer Science,Beginner,2,Yes,1,Low,No,Neutral,No,Asia,Yes,1.0
STUD0329,14,Male,Postgraduate,Education,Yes,3,4,No,History,Intermediate,4,No,4,Medium,No,Positive,Yes,North America,Yes,4.0
STUD0330,22,Male,High School,Business,No,9,1,No,Math,Beginner,3,No,3,Low,No,Positive,No,Africa,No,3.0
STUD0331,25,Female,Postgraduate,Arts,Yes,4,5,No,Math,Beginner,1,No,1,Low,Yes,Negative,Yes,Europe,No,1.0
STUD0332,19,Non-binary,Undergraduate,Engineering,No,10,1,Yes,Physics,Advanced,1,No,2,Low,No,Negative,No,Europe,No,2.0
STUD0333,19,Male,Undergraduate,Business,No,10,2,No,History,Intermediate,5,Yes,5,High,Yes,Negative,Yes,South America,Yes,5.0
STUD0334,20,Prefer not to say,High School,Education,No,10,2,Yes,Math,Beginner,2,Yes,5,Medium,No,Positive,No,Africa,No,5.0
STUD0335,29,Male,Undergraduate,Arts,No,8,3,No,Math,Beginner,4,No,3,Low,Yes,Neutral,No,South America,Yes,3.0
STUD0336,14,Male,Undergraduate,Engineering,Yes,0,2,Yes,Economics,Intermediate,2,Yes,4,High,Yes,Negative,No,North America,No,4.0
STUD0337,20,Female,High School,Engineering,Yes,0,2,No,Art,Beginner,2,Yes,1,High,Yes,Neutral,No,Oceania,No,1.0
STUD0338,23,Non-binary,Undergraduate,Business,No,2,5,No,Math,Beginner,2,Yes,3,High,No,Positive,No,South America,No,3.0
STUD0339,21,Prefer not to say,High School,Education,Yes,7,1,No,Art,Advanced,4,Yes,1,High,Yes,Neutral,No,Europe,No,1.0
STUD0340,14,Male,Undergraduate,Science,Yes,0,1,No,History,Beginner,1,Yes,1,Low,No,Negative,No,Africa,Yes,1.0
STUD0341,13,Non-binary,High School,Medicine,No,1,3,Yes,Math,Beginner,1,No,4,High,Yes,Negative,No,South America,Yes,4.0
STUD0342,25,Male,High School,Engineering,Yes,6,2,Yes,Physics,Advanced,5,No,1,Medium,No,Positive,No,South America,No,1.0
STUD0343,25,Male,Postgraduate,Business,Yes,7,2,No,Physics,Beginner,4,Yes,1,Low,No,Positive,Yes,Africa,No,1.0
STUD0344,23,Non-binary,Undergraduate,Education,No,7,1,No,Physics,Beginner,2,No,1,Medium,No,Negative,Yes,Europe,Yes,1.0
STUD0345,13,Non-binary,Undergraduate,Business,Yes,1,1,Yes,Art,Advanced,5,No,2,Medium,No,Negative,No,Oceania,No,2.0
STUD0346,18,Male,High School,Arts,No,7,2,No,History,Intermediate,5,Yes,5,Low,Yes,Positive,Yes,Asia,Yes,5.0
STUD0347,29,Non-binary,High School,Science,No,8,3,No,Biology,Intermediate,4,No,4,High,Yes,Neutral,Yes,Europe,Yes,4.0
STUD0348,26,Prefer not to say,Undergraduate,Medicine,No,3,5,Yes,Art,Intermediate,1,No,4,Medium,No,Negative,No,North America,No,4.0
STUD0349,20,Non-binary,Undergraduate,Law,No,7,3,No,Economics,Advanced,1,No,1,High,No,Positive,No,North America,No,1.0
STUD0350,18,Non-binary,High School,Engineering,Yes,2,2,No,Art,Advanced,4,No,5,High,Yes,Positive,No,Africa,No,5.0
STUD0351,24,Female,Undergraduate,Law,Yes,8,2,Yes,Physics,Advanced,5,No,2,Low,No,Positive,Yes,Oceania,No,2.0
STUD0352,14,Prefer not to say,High School,Science,No,2,4,No,History,Advanced,1,Yes,4,Low,No,Negative,No,Asia,No,4.0
STUD0353,20,Prefer not to say,Postgraduate,Science,Yes,10,2,Yes,History,Advanced,3,No,5,High,No,Positive,Yes,Asia,Yes,5.0
STUD0354,25,Prefer not to say,High School,Medicine,Yes,9,1,No,History,Beginner,1,Yes,2,Low,No,Negative,Yes,Africa,No,2.0
STUD0355,26,Female,High School,Business,No,5,3,Yes,Computer Science,Advanced,3,No,5,High,No,Neutral,Yes,Africa,No,5.0
STUD0356,16,Female,Postgraduate,Medicine,No,0,3,Yes,Math,Beginner,2,Yes,4,Low,No,Negative,No,Asia,No,4.0
STUD0357,13,Prefer not to say,High School,Engineering,Yes,8,4,Yes,Biology,Beginner,2,No,2,High,No,Negative,No,Asia,No,2.0
STUD0358,24,Male,Postgraduate,Business,Yes,7,1,Yes,Math,Beginner,3,No,2,High,No,Neutral,No,Europe,Yes,2.0
STUD0359,16,Prefer not to say,High School,Engineering,Yes,5,1,Yes,Computer Science,Advanced,4,Yes,4,High,Yes,Positive,Yes,South America,No,4.0
STUD0360,24,Male,Undergraduate,Engineering,Yes,5,5,No,Economics,Advanced,5,Yes,5,High,Yes,Positive,Yes,North America,Yes,5.0
STUD0361,27,Female,Undergraduate,Arts,Yes,10,3,Yes,Biology,Advanced,2,Yes,5,High,Yes,Positive,Yes,North America,No,5.0
STUD0362,25,Prefer not to say,Postgraduate,Medicine,Yes,9,5,Yes,Economics,Advanced,5,No,1,Low,Yes,Positive,No,Asia,Yes,1.0
STUD0363,17,Female,High School,Science,Yes,2,2,No,Physics,Beginner,2,No,2,Low,No,Neutral,Yes,South America,Yes,2.0
STUD0364,17,Male,High School,Science,Yes,0,5,Yes,Economics,Intermediate,4,No,5,Medium,No,Neutral,No,South America,No,5.0
STUD0365,20,Prefer not to say,High School,Arts,Yes,3,2,Yes,History,Advanced,2,Yes,4,Low,Yes,Positive,Yes,North America,No,4.0
STUD0366,17,Female,Postgraduate,Business,Yes,3,2,No,Math,Beginner,5,Yes,4,Low,No,Positive,Yes,North America,No,4.0
STUD0367,25,Male,Undergraduate,Education,No,7,3,No,History,Advanced,3,Yes,5,Low,Yes,Neutral,Yes,Oceania,No,5.0
STUD0368,16,Prefer not to say,Postgraduate,Engineering,No,5,4,No,Economics,Advanced,2,No,5,Low,No,Neutral,Yes,North America,No,5.0
STUD0369,29,Non-binary,Postgraduate,Business,No,6,3,Yes,Computer Science,Advanced,5,No,1,High,No,Neutral,Yes,North America,No,1.0
STUD0370,20,Male,High School,Science,No,7,4,Yes,Computer Science,Beginner,5,Yes,1,High,Yes,Positive,Yes,Africa,No,1.0
STUD0371,21,Non-binary,Postgraduate,Engineering,Yes,10,2,No,Art,Beginner,5,No,1,High,No,Neutral,No,Africa,No,1.0
STUD0372,23,Male,Postgraduate,Law,Yes,0,3,Yes,History,Beginner,4,No,5,Low,Yes,Positive,No,Africa,No,5.0
